sentence,aspect,category,domain,type
الكمبيوتر المحمول أكبر قليلاً مما كنت أتمنى وأثقل مما كنت أتوقعه.,الكمبيوتر المحمول | الكمبيوتر المحمول,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit
قيمة ممتازة مقابل المال وأداء قوي من هذا كمبيوتر رباعي النواة.,كمبيوتر رباعي النواة | كمبيوتر رباعي النواة,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#PRICE,laptop,explicit | explicit
جميل لوحة المفاتيح .,لوحة المفاتيح,KEYBOARD#GENERAL,laptop,explicit
الشاشة صغيرة بعض الشيء بالنسبة لي.,الشاشة,DISPLAY#DESIGN_FEATURES,laptop,explicit
إنه جيد النظام ولديه الكثير من المساحة المتاحة لـ التخزين:,النظام | التخزين,OS#GENERAL | MEMORY#DESIGN_FEATURES,laptop,explicit | explicit
تنزيل تطبيقات Android كان سهلاً بعد إجراء تحديث قياسي لنظام التشغيل، ويضيف حقًا إلى تجربة Chrome.,تنزيل تطبيقات Android,SOFTWARE#USABILITY,laptop,explicit
قد يختلف الأمر بالنسبة لك، ولكن الأمر كان بمثابة صداع بالنسبة لي منذ أن اشتريته.,NULL,LAPTOP#GENERAL,laptop,implicit
بشكل عام، أعتقد أنها عملية شراء رائعة.,NULL,LAPTOP#GENERAL,laptop,implicit
المفاتيح تبدو لطيفة وسريعة الاستجابة، إلا أن لوحة الماوس تستجيب بشكل مفرط قليلاً.,المفاتيح | المفاتيح | لوحة الماوس,KEYBOARD#GENERAL | KEYBOARD#GENERAL | HARDWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit
من المثير للدهشة بالنسبة لي أن شكل قرص كان أفضل من المتوقع للقراءة.,شكل قرص | شكل قرص,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
اشتريت هذا لأنه كان بسعر جيد.,NULL,LAPTOP#PRICE,laptop,implicit
هذا هو Chromebook قادر!,Chromebook,LAPTOP#GENERAL,laptop,explicit
البلوتوث عليه ينقطع الاتصال بشكل منتظم والواي فاي بطيء للغاية، بطيء للغاية في الاتصال بشكل منتظم.,البلوتوث | الواي فاي | الواي فاي | الواي فاي,PORTS#OPERATION_PERFORMANCE | PORTS#OPERATION_PERFORMANCE | PORTS#OPERATION_PERFORMANCE | PORTS#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit | explicit
ممتاز كمبيوتر محمول للتوسعة والتحديث.,كمبيوتر محمول,LAPTOP#DESIGN_FEATURES,laptop,explicit
إنه سريع، وتبدو الشاشة  مثل جهاز MacBook Pro، كما هو الحال مع الهيكل المصنوع من الألومنيوم.,NULL,DISPLAY#DESIGN_FEATURES,laptop,implicit
Chromebook ميت تمامًا من كل ما أستطيع قوله.,Chromebook,LAPTOP#GENERAL,laptop,explicit
الإزعاج الوحيد هو أن Office 365 لا يوفر طريقة سلسة لحفظ الملف في وضع عدم الاتصال ومزامنته عندما تكون متصلاً بالإنترنت.,Office 365,SOFTWARE#DESIGN_FEATURES,laptop,explicit
الآن يتم دمج الصوت الداخل والخارج في منفذ واحد فقط منفذ.,منفذ,PORTS#DESIGN_FEATURES,laptop,explicit
في الأساس، فهو رائع للعمل والوسائط طالما أنك لا تحتاج إلى برامج خاصة أخرى للقيام بعملك.,NULL,SOFTWARE#OPERATION_PERFORMANCE,laptop,implicit
بعد أن حصلت عليه لأكثر من شهر بقليل، يجب أن أقول إنني معجب تمامًا بتعدد استخداماته ومدى استقرار نظام التشغيل os.,os | os,OS#OPERATION_PERFORMANCE | OS#OPERATION_PERFORMANCE,laptop,explicit | explicit
إنه خفيف الوزن.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
من الممكن أن يكون لدي مشكلة سيئة الأجهزة عن طريق الصدفة، ولكن جميع المشكلات التي يمكن إرجاعها مباشرة إلى برامج التشغيل تشير إلى أن المشكلات كانت كلها متعلقة ببرنامج التشغيل.,الأجهزة | برامج التشغيل,HARDWARE#QUALITY | SOFTWARE#GENERAL,laptop,explicit | explicit
الآن بدء التشغيل يفشل.,بدء التشغيل,OS#OPERATION_PERFORMANCE,laptop,explicit
دقة الشاشة جيدة .,دقة الشاشة,DISPLAY#DESIGN_FEATURES,laptop,explicit
الكاميرا هي SD ولكن لا توجد مشكلة.,الكاميرا,HARDWARE#GENERAL,laptop,explicit
الشيء الوحيد الذي أعتقد أنه يمكن أن يكون أفضل هو حجم مكبرات الصوت.,مكبرات الصوت,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
أتمنى أن أستطيع التخلي عنها في هذه المرحلة.,NULL,LAPTOP#GENERAL,laptop,implicit
لكن هذا asus c302ca أذهلني.,asus c302ca,LAPTOP#GENERAL,laptop,explicit
لا يوجد شيء لا يعجبني في هذا الجهاز، لذا، وفقًا للترتيب من حيث الأهمية، إليك ما أحبه فيه.,الجهاز,LAPTOP#GENERAL,laptop,explicit
بالإضافة إلى أن الشاشة غير لامعة، وبالتالي فإن الأضواء الساطعة ليست مبهرة.,الشاشة,DISPLAY#DESIGN_FEATURES,laptop,explicit
بعد حوالي 60 يومًا من الاستخدام، توقف محول الطاقة / الشاحن عن العمل.,محول الطاقة / الشاحن,POWER_SUPPLY#OPERATION_PERFORMANCE,laptop,explicit
عمر البطارية ممتاز، ويمكنني استخدامه لعدة أيام قبل الحاجة إلى توصيله بالتيار الكهربائي.,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
تركته موصولاً بالكهرباء للشحن طوال الليل وحاولت تشغيله مرة أخرى في صباح اليوم التالي، وكانت النتيجة نفسها وهي عدم القدرة على تشغيله مرة أخرى.,NULL,LAPTOP#GENERAL,laptop,implicit
لم أواجه أي مشاكل مع لوحة التتبع كما واجهها الآخرون.,لوحة التتبع,HARDWARE#USABILITY,laptop,explicit
والدي يقول أنه يعمل بشكل جيد للغاية!,NULL,LAPTOP#GENERAL,laptop,implicit
لقد مر على امتلاكي لجهاز asus chromebook عدة أشهر وأشعر بالتحرر من الجحيم الإلكتروني.,asus chromebook,LAPTOP#GENERAL,laptop,explicit
إنه أكثر سلاسة مع صفحات الويب و تطبيقات Android، و شاشة اللمس أكثر استجابة.,صفحات الويب | تطبيقات Android | شاشة اللمس,SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE | DISPLAY#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit
شيء آخر، فهو أرق بكثير من المتوقع.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
لائق كمبيوتر محمول للاستخدام المنزلي.,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
علاوة على ذلك، تسبب برنامج msi dragon center ( الافتراضي في التثبيت) في ظهور شاشة زرقاء مما جعلني أضطر إلى إعادة ضبط المصنع.,برنامج msi dragon center (,SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit
كنت أريد شيئًا يمكنني العمل عليه في مشاريع الكتابة الخاصة بي أثناء التنقل، لذلك دفعت 250 دولارًا مقابل هذا الشيء.,NULL,LAPTOP#PRICE,laptop,implicit
ولم تواجه أي صعوبة في تعلم كيفية استخدامه.,NULL,LAPTOP#USABILITY,laptop,implicit
جسم Chromebook يبدو متينًا بسبب الهيكل المصنوع من الألومنيوم.,جسم Chromebook,LAPTOP#DESIGN_FEATURES,laptop,explicit
يعمل وحدة المعالجة المركزية بسرعة فائقة ولا يبدأ في استخدام إمكاناته الكاملة حتى تبدأ في القيام بأشياء مثل تثبيت التطبيقات، ولكن استخدام الذاكرة يظل عند حوالي 40 - 50% في معظم الأوقات.,وحدة المعالجة المركزية | الذاكرة,CPU#OPERATION_PERFORMANCE | MEMORY#OPERATION_PERFORMANCE,laptop,explicit | explicit
إنها تحب هذا الكمبيوتر المحمول .,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
أنا أحب كيف يمكنني شحن الكمبيوتر المحمول على جانبي الجهاز.,الكمبيوتر المحمول | الجهاز,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit
حجم مناسب لوحة التتبع.,لوحة التتبع,HARDWARE#DESIGN_FEATURES,laptop,explicit
باختصار، أود أن أكون حذرًا للغاية بشأن طلب هذا المنتج نظرًا للتاريخ الواضح لقضايا مراقبة الجودة.,المنتج,LAPTOP#QUALITY,laptop,explicit
- لا منفذ الصوت .,منفذ الصوت,PORTS#GENERAL,laptop,explicit
أكبر مشكلة لدي مع هذا الأمر والتي تجعلني أشعر بالإحباط الشديد هي أن Google Hangouts غير موثوق به في هذا الأمر.,Google Hangouts | Google Hangouts,SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
"""يا لها من مجموعة من المتذمرين""، هكذا خلصت إلى القول بشأن كل الأشخاص الذين ضغطوا على لوحة المفاتيح.",لوحة المفاتيح,KEYBOARD#GENERAL,laptop,explicit
أنا أحب هذا الكمبيوتر المحمول حتى الآن.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
صديقتي تعمل من المنزل باستخدامها وليس لديها أي مشاكل على الإطلاق في حضور الفصول الدراسية عبر الإنترنت باستخدامها.,NULL,LAPTOP#GENERAL,laptop,implicit
وصل هذا الكمبيوتر بحالة جيدة ولكنه لن يشحن.,الكمبيوتر | الكمبيوتر,LAPTOP#GENERAL | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
على الرغم من أن الصوت ليس جيدًا، إلا أن هذاالجهاز حل محل جهاز iPad الخاص بي ولم أفتقده أبدًا!,الجهاز,LAPTOP#GENERAL,laptop,explicit
هذا الكمبيوتر المحمول هو الأفضل بالنسبة للسعر في رأيي.,الكمبيوتر المحمول | الكمبيوتر المحمول,LAPTOP#GENERAL | LAPTOP#PRICE,laptop,explicit | explicit
لقد كان رائعا في كل ما قمت به.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
دخلت على الإنترنت ووجدت أن ضمان العام الواحد ضمان Acer قد انتهى بالفعل.,ضمان Acer,WARRANTY#GENERAL,laptop,explicit
كما أنها تحتوي على الكثير من المساحة والذاكرة.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
لقد كنت أكثر من سعيد بهذا الشراء الكمبيوتر المحمول خلال الأشهر الستة الماضية من الاستخدام.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
بعد سبعة أشهر، توقفت المنافذ USB - C عن الشحن.,USB - C,PORTS#OPERATION_PERFORMANCE,laptop,explicit
هذا الشيء ليس بهذه السرعة، ولكن لتحميل صفحات الويب، فهو قريب جدًا.,NULL,CPU#OPERATION_PERFORMANCE,laptop,implicit
أنا متحمس جدًا لـ Chromebook، وهذا هو أفضل Chromebook تم تصنيعه حتى الآن.,Chromebook | NULL,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | implicit
الأفلام تبدو جيدة و الصوت رائع.,الصوت,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,laptop,explicit
لم أختبره بالكامل عمر البطارية ولكن يبدو أنه يدوم طويلاً كما هو معلن عنه.,عمر البطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
إذا كانت أولويتك الرئيسية هي عمر البطارية الطويل البطارية، فهذا المنتج ليس مناسبًا لك.,البطارية,BATTERY#GENERAL,laptop,explicit
العرض واضح.,العرض,DISPLAY#OPERATION_PERFORMANCE,laptop,explicit
لا أعرف كيفية استخدام الكثير من أجهزة الكمبيوتر ولكن هذا بسيط وسهل الاستخدام.,NULL | NULL,LAPTOP#USABILITY | LAPTOP#USABILITY,laptop,implicit | implicit
يعد الإصدار 4 جيجابايت / 32 جيجابايت سريعًا وسلسًا ويحتوي على مساحة تخزين كافية مساحة تخزين لمستندات العمل والكتب الإلكترونية للوصول إليها بسهولة عند عدم توفر الإنترنت.,4 جيجابايت / 32 جيجابايت | 4 جيجابايت / 32 جيجابايت | مساحة تخزين,LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE | MEMORY#OPERATION_PERFORMANCE,laptop,explicit | explicit | explicit
يبدو فظيعًا، ويشعر بالرعب.,NULL | NULL,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,implicit | implicit
لقد اشتريت هذا الكمبيوتر منذ أكثر من شهرين بقليل من أجل كلية ابني وبعد تثبيت تحديث Windows، تعطل!,الكمبيوتر,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
خدمة العملاء قالوا لي أنه معيب,خدمة العملاء,SUPPORT#GENERAL,laptop,explicit
كل شيء يبدو رائعا .,NULL,LAPTOP#GENERAL,laptop,implicit
الشاشة جيدة، ووضع الكمبيوتر اللوحي لطيف، ولوحة المفاتيح ذات ملمس جيد.,الشاشة | وضع الكمبيوتر اللوحي | لوحة المفاتيح,DISPLAY#GENERAL | LAPTOP#GENERAL | KEYBOARD#DESIGN_FEATURES,laptop,explicit | explicit | explicit
تبدو الشاشة رائعة، ولكنني لا أزال غير قادر على التغلب على حقيقة أنك كذبت بشكل أساسي بشأن توفر الذاكرة.,الشاشة | توفر الذاكرة,DISPLAY#DESIGN_FEATURES | MEMORY#GENERAL,laptop,explicit | explicit
الشاشة رائعة على هذا الكمبيوتر المحمول.,الشاشة,DISPLAY#GENERAL,laptop,explicit
أنا أحب أجهزة كمبيوتر محمولة من نوع ماك، فهي متينة وموثوقة وخفيفة الوزن مع بطارية تدوم طوال اليوم  ولها تصميمات رائعة .,أجهزة كمبيوتر محمولة من نوع ماك | أجهزة كمبيوتر محمولة من نوع ماك | أجهزة كمبيوتر محمولة من نوع ماك | أجهزة كمبيوتر محمولة من نوع ماك | NULL | NULL,LAPTOP#GENERAL | LAPTOP#OPERATION_PERFORMANCE | LAPTOP#OPERATION_PERFORMANCE | LAPTOP#DESIGN_FEATURES | BATTERY#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES,laptop,explicit | explicit | explicit | explicit | implicit | implicit
السبب وراء 3 نجوم هو أنني أشعر بالاهتزاز عند لمس منتصف إطار الجانب الأيمن من الشاشة، ولا يؤثر ذلك على الشاشة، ولست متأكدًا مما إذا كان ذلك معيبًا أم طبيعيًا، وهو أمر غير مريح نوعًا ما للإمساك به وضع الكمبيوتر اللوحي.,وضع الكمبيوتر اللوحي,LAPTOP#USABILITY,laptop,explicit
الدعم عبر الإنترنت من شركة ASUS يقولون أنهم يقومون فقط بالإصلاح وليس الاستبدال.,الدعم عبر الإنترنت,SUPPORT#GENERAL,laptop,explicit
إنه سريع جدًا، على الرغم من اتصال الإنترنت DSL الذي لدينا.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
لوحة التتبع سيئة للغاية كما هي الحال مع معظم أجهزة Acer لوحة التتبع.,لوحة التتبع | acer trackpads,HARDWARE#OPERATION_PERFORMANCE | HARDWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
وأيضًا، فإن عمر البطارية الذي تم الإبلاغ عنه من قبل الشركات التابعة للصناعة بعيد كل البعد.,عمر البطارية,BATTERY#QUALITY,laptop,explicit
هذا الصغير Chromebook مذهل.,Chromebook,LAPTOP#GENERAL,laptop,explicit
ربما أكون متحيزًا بعض الشيء تجاه أجهزة Mac نظرًا لكوني مصممًا جرافيكيًا محترفًا، وهذا هو المعيار الصناعي.,NULL,LAPTOP#GENERAL,laptop,implicit
على الرغم من أن سعره تنافسي بالنسبة لـ المواصفات، إلا أن الكمبيوتر المحمول كان رخيصًا.,المواصفات | الكمبيوتر المحمول,LAPTOP#PRICE | LAPTOP#QUALITY,laptop,explicit | explicit
لقد حصلت على هذا Lenovo Ideapad 320 (إصدار AMD A12 من الجيل السابع) وهو أمر لا يصدق تمامًا!,Lenovo Ideapad 320,LAPTOP#GENERAL,laptop,explicit
عظيم الجمالية .,الجمالية,LAPTOP#DESIGN_FEATURES,laptop,explicit
لقد استخدمته لإجراء بعض عمليات تحرير الفيديو الأساسية وتطوير التطبيقات وبعض الألعاب وقد تعامل مع كل ذلك بشكل جيد.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
إنه يتجمد عليك فقط.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
ولكن كم هو باهظ الثمن .,NULL,LAPTOP#PRICE,laptop,implicit
عمر البطارية قابل للمقارنة حقًا (أكثر قليلاً من mbp، ويمكنني الحصول على معلومات حول استخدام طاقة التطبيق بشكل أسهل قليلاً في رأيي).,عمر البطارية,BATTERY#GENERAL,laptop,explicit
لسوء الحظ، فإن السقوط بالنسبة لي هو المتحدثون.,المتحدثون,MULTIMEDIA_DEVICES#QUALITY,laptop,explicit
كل شيء إما جيد أو ممتاز في الجودة.,NULL | NULL,LAPTOP#QUALITY | LAPTOP#QUALITY,laptop,implicit | implicit
لم أتوقع أن أضطر إلى إرجاع هذا المنتج لاستبداله في نفس اليوم الذي حصلت عليه فيه.,المنتج,LAPTOP#GENERAL,laptop,explicit
الآن تحطم الشيء المثقوب من العدم وسأفقد كل ما كان لدي عليه.,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
حتى مع المفصلة القابلة للطي 2 في 1، فإن الجهاز يتمتع بملمس قوي ولا يوجد سوى قدر ضئيل جدًا من الاهتزاز في الشاشة أثناء الكتابة.,الشاشة,DISPLAY#USABILITY,laptop,explicit
حصلت باستمرار على شاشة زرقاء، وجربت بالفعل كل شيء لإصلاحها.,شاشة زرقاء,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
أنها بأسعار معقولة.,NULL,LAPTOP#PRICE,laptop,implicit
خارج الصندوق، رائع كمبيوتر محمول.,كمبيوتر محمول,LAPTOP#DESIGN_FEATURES,laptop,explicit
أفضل كمبيوتر محمول امتلكته على الإطلاق .,كمبيوتر محمول,LAPTOP#GENERAL,laptop,explicit
يعمل عظيم!,يعمل,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
بكسل ميت على الشاشة عند الوصول,الشاشة,DISPLAY#QUALITY,laptop,explicit
لا يعمل mbp بنفس سخونة جهاز mb الأبيض القديم الخاص بي.,mbp,LAPTOP#QUALITY,laptop,explicit
أنا معجب جدًا بهذه الآلة الصغيرة آلة، وسأشتريها مرة أخرى بالتأكيد!,آلة,LAPTOP#GENERAL,laptop,explicit
سامسونج تنتج القمامة وتعامل عملائها بلا احترام.,سامسونج,COMPANY#GENERAL,laptop,explicit
ولكن حتى الآن كان هذا الكمبيوتر المحمول على قدر التوقعات.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
chromebook ليس صديقًا للكاتب.,chromebook,LAPTOP#GENERAL,laptop,explicit
الحد الأقصى سطوع الشاشة ليس ساطعًا جدًا,سطوع الشاشة,DISPLAY#OPERATION_PERFORMANCE,laptop,explicit
لقد مر على استخدامي حوالي 3 - 4 أسابيع ولم أواجه أي مشكلة.,NULL,LAPTOP#GENERAL,laptop,implicit
لقد كان لدي حظ جيد مع منتجات Acer ولكن هذا جهاز كمبيوتر كانت المرة الأولى التي أحتاج فيها إلى الدعم الفني.,جهاز كمبيوتر,LAPTOP#GENERAL,laptop,explicit
كما أن لديها ما يكفي من القوة لأداء مهام متعددة.,NULL,LAPTOP#DESIGN_FEATURES,laptop,implicit
مقابل 499 دولارًا، يعد كمبيوتر محمول صفقة رائعة، ولكن يجب عليك الشراء فقط إذا كنت تخطط لإضافة SSD في المستقبل القريب.,كمبيوتر محمول,LAPTOP#PRICE,laptop,explicit
أنا أحبه .,NULL,LAPTOP#GENERAL,laptop,implicit
جهاز MacBook Pro 15 ” الخاص بي قد يسخن عندما يقوم البعض بذلك!,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
لذلك يمكن كتم الصوت الصوت بسهولة.,الصوت,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,laptop,explicit
كما أنه صديق جدًا لـ GNU + Linux إذا كنت تريد استبدال نظام التشغيل بالكامل.,NULL,LAPTOP#USABILITY,laptop,implicit
لوحة المفاتيح و لوحة التتبع كلاهما جيدان جدًا، على الرغم من أنني أستخدم دائمًا ماوسًا حقيقيًا.,لوحة المفاتيح | لوحة التتبع,KEYBOARD#GENERAL | KEYBOARD#GENERAL,laptop,explicit | explicit
- تطبيقات الأندرويد تعمل بشكل جيد إلى حد ما، حتى لو لم تكن مثالية بعد.,تطبيقات الأندرويد | تطبيقات الأندرويد,SOFTWARE#OPERATION_PERFORMANCE | SOFTWARE#OPERATION_PERFORMANCE,laptop,explicit | explicit
أعجبني كثيرا .,NULL,LAPTOP#GENERAL,laptop,implicit
في الختام، إذا كنت تبحث عن شيء لطيف أثناء التنقل كمبيوتر أو شيء تأخذه إلى الكلية، فهذا خيار ممتاز.,كمبيوتر | كمبيوتر,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
لقد امتلكت ثلاثة MacBook Pro وكانت جميعها ممتازة.,MacBook Pro,LAPTOP#GENERAL,laptop,explicit
6 بوصة كمبيوتر محمول يبدو هشًا لوحة المفاتيح نفسها تشعر وكأن المفاتيح ستخرج من مكانها.,6 بوصة كمبيوتر محمول | لوحة المفاتيح | المفاتيح,LAPTOP#QUALITY | KEYBOARD#QUALITY | KEYBOARD#QUALITY,laptop,explicit | explicit | explicit
يُطلق عليهم دعم acer، وكانوا عديمي الفائدة تمامًا.,دعم acer,SUPPORT#GENERAL,laptop,explicit
- ips كامل شاشة عالية الدقة .,شاشة عالية الدقة,DISPLAY#GENERAL,laptop,explicit
الشئ رائع .,NULL,HARDWARE#GENERAL,laptop,implicit
هذا هو أول ماك بوك برو الخاص بي وأنا معجب!,ماك بوك برو,LAPTOP#GENERAL,laptop,explicit
جوجل مهتمة جدًا باتصالات Arc بـ ChromeOS لأسباب أمنية وما إلى ذلك وما إلى ذلك.,جوجل,COMPANY#GENERAL,laptop,explicit
asus chromebook flip هو أفضل جهاز امتلكته.,asus chromebook flip,LAPTOP#GENERAL,laptop,explicit
حتى لوحة المفاتيح رائعة .,لوحة المفاتيح,KEYBOARD#GENERAL,laptop,explicit
إنه يتحمل الاستخدام المستمر وهو قوي حقًا على الرغم من كونه نحيفًا وخفيف الوزن حقًا.,NULL | NULL | NULL,LAPTOP#DESIGN_FEATURES | LAPTOP#DESIGN_FEATURES | LAPTOP#QUALITY,laptop,implicit | implicit | implicit
يعمل بشكل جيد ولكن النقر بزر الماوس الأيمن على لوحة الماوس لن يعمل، لذا يجب استخدام ماوس خارجي,NULL,LAPTOP#OPERATION_PERFORMANCE,laptop,implicit
جودة البناء لطيفة و المفصلة قوية.,جودة البناء | المفصلة,LAPTOP#QUALITY | HARDWARE#QUALITY,laptop,explicit | explicit
عظيم عرض .,عرض,DISPLAY#GENERAL,laptop,explicit
لا أوصي بهذا Chromebook.,Chromebook,LAPTOP#GENERAL,laptop,explicit
Chrome OS بسيط جدًا وسهل التعلم.,Chrome OS | Chrome OS,OS#USABILITY | OS#USABILITY,laptop,explicit | explicit
محبط للغاية من الراديو اللاسلكي في هذا Chromebook .,الراديو اللاسلكي في هذا Chromebook,MULTIMEDIA_DEVICES#GENERAL,laptop,explicit
لم يكن لدي ما أخسره لأنه كان عبارة عن وزن ورق بخلاف ذلك.,NULL,LAPTOP#GENERAL,laptop,implicit
تعتبر تجربة لوحة المفاتيح ولوحة اللمس أمرًا محوريًا لجهاز مثل هذا وما تقدمه ASUS مرضي للغاية.,ASUS,COMPANY#GENERAL,laptop,explicit
مخيب للآمال للغاية في منتج رائع بخلاف ذلك المنتج,المنتج | المنتج,LAPTOP#GENERAL | LAPTOP#GENERAL,laptop,explicit | explicit
سامسونج لم يكن مفيدًا في إصلاح هذه المشكلة.,سامسونج,COMPANY#OPERATION_PERFORMANCE,laptop,explicit
أنا أحب أجهزة Chromebook وأستخدمها قبل أن تصبح متاحة للعامة.,أجهزة Chromebook,LAPTOP#GENERAL,laptop,explicit
دقة الشاشة سوبر (شبكية العين).,دقة الشاشة,DISPLAY#QUALITY,laptop,explicit
الكمبيوتر المحمول هو الحجم المثالي، فهو ليس ثقيلًا جدًا ونحيفًا.,الكمبيوتر المحمول,LAPTOP#DESIGN_FEATURES,laptop,explicit
الشاشة مشرقة وملونة.,الشاشة | الشاشة,DISPLAY#DESIGN_FEATURES | DISPLAY#DESIGN_FEATURES,laptop,explicit | explicit
تم استلامها في الوقت المحدد والتغليف يضمن أنه إذا أسقطت برامج تشغيل UPS تلك جهاز الكمبيوتر الخاص بي، فلن يتسبب ذلك في حدوث أي ضرر له.,NULL,SHIPPING#OPERATION_PERFORMANCE,laptop,implicit
ستدوم البطارية بطارية لمدة يوم كامل أو يومين، لذا فهي جيدة جدًا لطالب في المدرسة المتوسطة.,بطارية,BATTERY#OPERATION_PERFORMANCE,laptop,explicit
لم أسئ استخدام هذا على الإطلاق، ولاحظت شقًا صغيرًا في الشاشة اليوم وبدأ يتضخم.,الشاشة,DISPLAY#QUALITY,laptop,explicit
أنا موافق على ذلك نظرًا لأن الجسم أرق.,الجسم,LAPTOP#DESIGN_FEATURES,laptop,explicit
هذا الكمبيوتر المحمول سيكون للمدرسة وNetflix وYouTube في الغالب.,الكمبيوتر المحمول,LAPTOP#GENERAL,laptop,explicit
ضمان ممتاز خدمة العملاء!,خدمة العملاء,SUPPORT#GENERAL,laptop,explicit
هذا منتج جيد منتج بناءً على تجربتي - لقد استخدمته لمدة شهر كامل تقريبًا.,منتج,LAPTOP#GENERAL,laptop,explicit
مع تحسينات Windows 10 / DirectX 12، ستعمل ألعاب Frostbite 3 بشكل جيد للغاية على هذا الجهاز جهاز بدقة 1050 بكسل / متوسطة / منخفضة مع لعبة Starwars الجديدة.,جهاز,LAPTOP#OPERATION_PERFORMANCE,laptop,explicit
ولكن لا يمكنك التغلب على السعر.,NULL,LAPTOP#PRICE,laptop,implicit
ومع ذلك، فإن مراجعة نجمة واحدة ترجع إلى الإعلان مع الكمبيوتر.,الكمبيوتر,LAPTOP#GENERAL,laptop,explicit
الأفضل المنتج .,المنتج,LAPTOP#GENERAL,laptop,explicit
الشاشة رائعة و الوحدة سريعة.,الشاشة | الوحدة,DISPLAY#GENERAL | LAPTOP#OPERATION_PERFORMANCE,laptop,explicit | explicit
إذا كان هذا الرجل ضمن نطاق سعرك - فقط قم بشرائه وانته منه.,الرجل,LAPTOP#GENERAL,laptop,explicit
لقد أعجبت كثيرًا بتصميمه الأنيق  وسرعة المعالج نفسه.,NULL | المعالج,LAPTOP#DESIGN_FEATURES | CPU#OPERATION_PERFORMANCE,laptop,implicit | explicit
الدعم الفني عديم الفائدة .,الدعم الفني,SUPPORT#GENERAL,laptop,explicit
جودة البناء جيدة (الجسم مصنوع بالكامل من الألومنيوم).,جودة البناء,LAPTOP#QUALITY,laptop,explicit
الشاشة، قمت بتشغيلها على الإعداد الأكثر سطوعًا وتبدو جيدة.,الشاشة,DISPLAY#QUALITY,laptop,explicit
ربما سأعيده لأنه يبدو معقدًا للغاية.,NULL,LAPTOP#GENERAL,laptop,implicit
الصيانة وفتح العلبة صعبة للغاية,NULL,LAPTOP#USABILITY,laptop,implicit
لا يعني أي من هذا أن acer chromebook 14 هو جهاز Chromebook سيئ ؛ على العكس من ذلك ، فهو جهاز Chromebook ممتاز!,acer chromebook 14,LAPTOP#GENERAL,laptop,explicit
في حين أن العلبة المصنوعة من الألومنيوم متينة بدرجة كافية، إلا أنها يمكن أن تتحمل الخدوش بسهولة من أشياء مثل المفاتيح أو موصلات الكابلات الملقاة في حقيبة معها.,العلبة المصنوعة من الألومنيوم,LAPTOP#QUALITY,laptop,explicit
